"Story","Title","Result","Date","Stability","Duration (s)"
"Ingreso al portal de Bancolombia","Visualizar la tasa nominal efectiva","ERROR","2024-12-04T17:28:51.6284851-05:00[America/Bogota]","0.0","4.93"
