"Story","Title","Result","Date","Stability","Duration (s)"
"Ingreso al portal de Bancolombia","Visualizar la tasa nominal efectiva","FAILURE","2024-12-04T17:25:52.3055313-05:00[America/Bogota]","0.0","5.8"
